cell_id,original_length,used_length,is_truncated,sampling_method,voltage_mean,voltage_std,voltage_min,voltage_max,time_diff_mean,time_diff_std,time_diff_min,time_diff_max,label,value,group_name,tlstm_ae_main_0,tlstm_ae_main_1,tlstm_ae_main_2,tlstm_ae_main_3,tlstm_ae_main_4,tlstm_ae_main_5,tlstm_ae_main_6,tlstm_ae_main_7,tlstm_ae_main_8,tlstm_ae_main_9,tlstm_ae_main_10,tlstm_ae_main_11,tlstm_ae_main_12,tlstm_ae_main_13,tlstm_ae_main_14,tlstm_ae_main_15,tlstm_ae_main_16,tlstm_ae_main_17,tlstm_ae_main_18,tlstm_ae_main_19,tlstm_ae_main_20,tlstm_ae_main_21,tlstm_ae_main_22,tlstm_ae_main_23,tlstm_ae_main_24,tlstm_ae_main_25,tlstm_ae_main_26,tlstm_ae_main_27,tlstm_ae_main_28,tlstm_ae_main_29,tlstm_ae_main_30,tlstm_ae_main_31
b1c24,349,10,TRUE,random_sampling,2.941981540687679,0.33865583713048736,2.0068626,3.4907694,0.0417170152817553,0.0381499946884459,0.001,0.08359166666632767,TRUE,1015,G1,0.14556456,0.07329902,-0.74227184,0.9649793,0.47842574,0.18044887,-0.87365127,0.71083117,0.55836767,0.521981,0.16970776,0.97040963,0.25217125,-0.398289,0.75188804,0.5436637,-0.26100147,0.80132097,0.72780526,0.3732108,0.98850584,-0.9001046,0.25445068,-0.57205296,-0.12835447,0.3245706,0.20140682,0.6515547,0.7044229,-0.69933516,0.219542,0.39058954
b1c25,341,10,TRUE,random_sampling,2.939443216715543,0.3385528227071554,2.0081701,3.4722586,0.04276881720430062,0.03817369989475493,0.001,0.08357166666634264,TRUE,852,G1,-0.35839623,0.33964726,-0.63827163,0.916689,0.35226995,-0.011827996,-0.8289706,0.5986084,0.73264015,0.610508,0.19251788,0.9364765,0.5306661,0.008419808,0.5719108,0.432967,-0.06750562,0.7084822,0.77784276,-0.24101341,0.9472351,-0.8505037,0.19947267,-0.53171223,-0.022560043,-0.2794586,0.37578794,0.66187024,0.7602518,-0.5976834,0.2946789,0.36332905
b1c26,341,10,TRUE,random_sampling,2.932335495307918,0.34565029873117953,2.0067782,3.4893994,0.04315393939393647,0.037986290658350984,0.001,0.08358666666656944,TRUE,868,G1,-0.37015632,0.25931573,-0.4956211,0.90152806,0.4276942,0.42980823,-0.7631239,0.59410644,0.72604394,0.58919877,0.1836791,0.9239918,0.4986957,-0.15898356,0.72282135,0.48538443,-0.053368986,0.7763503,0.80472803,0.07495653,0.9493779,-0.86768657,0.19413082,-0.5173577,0.3208143,0.58062196,0.33863524,0.691109,0.7121221,-0.5473474,0.22324988,0.3746705
b1c27,334,10,TRUE,random_sampling,2.9266367026946103,0.3526429237488081,2.0024714,3.4834924,0.04367598802394899,0.03799267641488221,0.001,0.08351499999989187,TRUE,840,G1,0.18963797,0.072501756,-0.73165286,0.9705594,0.52249235,0.38224354,-0.85990083,0.6959269,0.54148304,0.55519116,0.15539601,0.96942955,0.24388053,-0.36809197,0.760935,0.59559095,-0.2993406,0.8383995,0.76648325,0.515101,0.9902806,-0.90961117,0.22908325,-0.50262094,0.006668876,0.6764911,0.19931936,0.64778084,0.71857554,-0.72343075,0.20017816,0.4547119
b1c28,333,10,TRUE,random_sampling,2.9336658267267266,0.34595516431584794,2.0023952,3.480535,0.04376888888889086,0.03797611035560574,0.001,0.08357000000007986,TRUE,858,G1,-0.3393442,0.053927828,-0.77269673,0.9679596,0.38839737,0.46960646,-0.8632202,0.4581196,0.6418597,0.63679343,0.12045754,0.95784736,0.5566042,-0.1658686,0.6348679,0.669344,-0.27785605,0.84152275,0.85924035,-0.30563122,0.97875553,-0.8982994,0.11020541,-0.2985885,-0.2494872,-0.57251966,0.397672,0.6273162,0.8185973,-0.65549,0.36567214,0.54450154
b1c29,341,10,TRUE,random_sampling,2.932766368621701,0.3456026911730633,2.0069957,3.4824023,0.04284472629521642,0.03806147959089435,0.001,0.08360499999980675,TRUE,915,G1,0.19050261,-0.75629747,-0.899287,0.9938843,0.6176768,-0.6669893,-0.9561594,0.8710831,0.34510285,0.5217003,0.24351017,0.98922074,0.07936378,-0.80315906,-0.6615777,0.5167853,-0.7864248,0.77629924,0.46002334,-0.4638545,0.99546295,-0.91196907,0.63115525,-0.7625152,-0.42784056,-0.49491945,0.18654819,0.3427701,0.80170685,-0.92082363,0.34026384,0.53730154
b1c3,346,10,TRUE,random_sampling,2.930460183815029,0.34166382412699914,2.0062585,3.4826722,0.042359889210029145,0.03807216298969342,0.001,0.08352333333363049,TRUE,1432,G1,0.039802663,-0.47895578,-0.87646693,0.98442274,0.45508426,-0.43309888,-0.9261905,0.7591312,0.49232706,0.49230343,0.19541281,0.98411286,0.18091898,-0.5590046,0.44104224,0.5530993,-0.5107618,0.784955,0.6555036,-0.30137193,0.992837,-0.9048637,0.35082996,-0.6436534,-0.47285163,-0.46106002,0.20856202,0.5160756,0.7645404,-0.83928573,0.31556863,0.43133703
b1c30,349,10,TRUE,random_sampling,2.928444175644699,0.34585146633581515,2.0085049,3.4903183,0.04188375835721471,0.0381455785289083,0.001,0.08356499999984379,TRUE,707,G1,-0.08314499,-0.23863652,-0.8110394,0.9837204,0.52450705,-0.11205477,-0.90969,0.72672635,0.5020909,0.62061906,0.16821761,0.98026973,0.22653788,-0.49928057,0.6561143,0.6117631,-0.46852896,0.8322507,0.7293145,0.15523626,0.9921685,-0.9087127,0.2868923,-0.523822,-0.14418566,0.1933207,0.21773827,0.5593183,0.77868414,-0.82753575,0.28451267,0.51533586
b1c31,343,10,TRUE,random_sampling,2.9265001714285717,0.34941239047119493,2.0077591,3.4881296,0.04323237609329692,0.038068714468676226,0.001,0.08359333333307184,TRUE,874,G1,-0.36962324,0.20303458,-0.6666451,0.92885864,0.3402211,0.30582848,-0.8278338,0.49035016,0.71828145,0.62098014,0.14732009,0.9318394,0.6314106,0.025050256,0.5049251,0.5253038,-0.09506638,0.7456843,0.8328164,-0.35071594,0.94740283,-0.8541352,0.106482066,-0.3898811,-0.22749259,-0.69257516,0.4484461,0.6506318,0.7951408,-0.5545581,0.28512716,0.43192688
b1c32,329,10,TRUE,random_sampling,2.9229995702127662,0.34807623847064234,2.0026555,3.4789958,0.04423685410334568,0.0378144016151328,0.001,0.08355833333335028,TRUE,729,G1,0.24144927,-0.7523932,-0.91335833,0.99342805,0.71455395,-0.62807053,-0.94524086,0.91534436,0.22910334,0.40739822,0.25511608,0.9843358,0.027081762,-0.8155327,-0.2557924,0.5252103,-0.8051594,0.789808,0.48249823,0.7480482,0.9969615,-0.9253689,0.7509573,-0.81383646,-0.25476888,0.48136166,0.13314158,0.34088624,0.7566495,-0.9297942,0.2135582,0.55882573
b1c33,345,10,TRUE,random_sampling,2.930560735362319,0.34644322321076476,2.0036688,3.4769411,0.042832879227048565,0.03793709921730239,0.001,0.08356166666635545,TRUE,755,G1,0.34489608,-0.23742267,-0.79979783,0.9877048,0.6465023,-0.11036674,-0.9076378,0.8360282,0.37425503,0.5980408,0.18514842,0.9756172,0.0996539,-0.58090484,0.7069403,0.59728944,-0.5763748,0.83636546,0.6772061,0.8126228,0.99530685,-0.918487,0.42284992,-0.6123439,0.11289343,0.9191208,0.15496165,0.5351322,0.74229556,-0.86289465,0.18733433,0.5430441
b1c34,345,10,TRUE,random_sampling,2.928422460289855,0.3427749151486177,2.0075173,3.4709287,0.042192521739132224,0.03799197195097023,0.001,0.08360166666679447,TRUE,740,G1,0.04318619,-0.5612502,-0.88959914,0.98940206,0.49450025,-0.56016356,-0.9435638,0.7745718,0.4586384,0.529258,0.19392446,0.98674846,0.17172153,-0.61490476,-0.07371111,0.58094126,-0.6376994,0.76958746,0.61660695,-0.44892123,0.99368304,-0.9088073,0.40440068,-0.6334744,-0.5171929,-0.7270912,0.22196935,0.4557905,0.7980559,-0.8704326,0.35481536,0.48905212
b1c35,348,10,TRUE,random_sampling,2.9271532186781606,0.3432086884145298,2.0053201,3.4796948,0.04171724137930779,0.03811565488409139,0.001,0.08355666666660255,TRUE,701,G1,0.16016905,0.10954309,-0.6920784,0.9633822,0.50849503,0.47312102,-0.81268966,0.6346412,0.56325644,0.55125695,0.14019266,0.96020126,0.3055265,-0.28636208,0.758557,0.6235323,-0.22786517,0.8417361,0.8008555,0.62899154,0.98853964,-0.9107871,0.1857822,-0.4306197,0.0633194,0.6744794,0.21355437,0.66365147,0.72710925,-0.66898555,0.19931678,0.46595606
b1c36,349,10,TRUE,random_sampling,2.9286639421203438,0.3436215334240895,2.0088234,3.4816236,0.041830974212036826,0.03806518851106679,0.001,0.08356500000033407,TRUE,702,G1,0.13789123,0.06840579,-0.7007061,0.9771865,0.56561834,0.44308558,-0.88232523,0.6980196,0.5705574,0.60326886,0.15175855,0.9733913,0.27844024,-0.382337,0.7572018,0.5904672,-0.34706607,0.8489487,0.7755647,0.29630518,0.9906903,-0.91122824,0.20980553,-0.46011776,0.14874092,0.6771421,0.2145805,0.64641595,0.73733956,-0.73482984,0.2184903,0.5027475
b1c37,339,10,TRUE,random_sampling,2.9227104828908557,0.3480105664614494,2.0054693,3.4796515,0.042896415929211305,0.03807435044911984,0.001,0.08353166666687173,TRUE,646,G1,-0.39284435,0.26781058,-0.5097266,0.90592283,0.41706392,0.38457885,-0.7647533,0.5877889,0.7252467,0.5946451,0.17901164,0.9260562,0.50401187,-0.12831508,0.70722735,0.50165594,-0.055243064,0.77182007,0.8111621,0.1038376,0.9492399,-0.86517423,0.19588847,-0.5012521,0.263376,0.430098,0.34697938,0.6745108,0.73197556,-0.5624387,0.2347649,0.38433844
b1c38,336,10,TRUE,random_sampling,2.9283392711309526,0.34550552307811,2.0056629,3.4896364,0.04312514880953068,0.03789458032054601,0.001,0.08359833333330613,TRUE,615,G1,0.000297263,0.075740926,-0.7599581,0.9603879,0.34206983,0.51259714,-0.87344897,0.4745677,0.7151863,0.4576349,0.116937965,0.96763813,0.5541559,-0.0567642,0.73508674,0.5808116,-0.1483426,0.7715862,0.83100843,-0.20861018,0.9851608,-0.90209746,0.08710787,-0.32679948,-0.40480223,-0.77008784,0.28027624,0.6984596,0.7371631,-0.5425065,0.3063187,0.40962973
b1c39,341,10,TRUE,random_sampling,2.9322944648093845,0.3464902163295539,2.0089993,3.4776568,0.042904257086990874,0.037965538594759415,0.001,0.08361166666678299,TRUE,623,G1,-0.36138824,0.2973219,-0.6647247,0.9277558,0.3591321,0.06714759,-0.8366742,0.5988662,0.716177,0.60381836,0.18421076,0.9441989,0.503277,-0.081405975,0.63766104,0.46310246,-0.08392288,0.7323909,0.77928215,-0.18109873,0.9588195,-0.86109376,0.19678767,-0.52948326,-0.07379736,-0.18638583,0.34300306,0.66223055,0.7519552,-0.6071749,0.28874356,0.36816147
b1c4,337,10,TRUE,random_sampling,2.9237658151335313,0.3476445661965684,2.0056186,3.4699206,0.043392487636007136,0.03804329615426091,0.001,0.08351999999965187,TRUE,1707,G1,0.0951735,-0.6177948,-0.89781284,0.9898691,0.4840161,-0.6110382,-0.94972897,0.79695094,0.44458863,0.5015155,0.19886127,0.9890534,0.16084488,-0.6354177,-0.2797268,0.56033546,-0.6366281,0.7404179,0.576004,-0.48874032,0.99401855,-0.9066388,0.4388823,-0.66935307,-0.5847586,-0.85870135,0.20953795,0.43338704,0.7952955,-0.87660265,0.35334837,0.46253142
b1c40,340,10,TRUE,random_sampling,2.9355725052941177,0.34190742651684725,2.0010304,3.4722924,0.04313960294118245,0.038118320341856,0.001,0.08361166666679054,TRUE,964,G1,0.36872718,-0.07165118,-0.9116042,0.9889565,0.52295935,0.6135108,-0.86775595,0.43979278,0.4837069,0.407748,0.10315158,0.9797985,0.22446106,-0.20105998,0.6899722,0.75203353,-0.6558452,0.9102691,0.85607374,-0.006935903,0.9956735,-0.9472617,0.12080423,-0.24112141,-0.31781158,-0.028930005,0.2531711,0.5768323,0.82764375,-0.75769246,0.31572515,0.68746954
b1c41,324,10,TRUE,random_sampling,2.9315057,0.3461936159928696,2.0005369,3.4820442,0.045082803497943004,0.037857272236638,0.001,0.08364166666675743,TRUE,1049,G1,0.3107981,-0.15694055,-0.9405033,0.9872691,0.41746777,0.5670528,-0.88637215,0.46134102,0.50534356,0.24781443,0.11564162,0.9811783,0.22269872,-0.2232073,0.63335097,0.744394,-0.6364161,0.8726546,0.82218146,-0.285275,0.99548763,-0.9430403,0.13580781,-0.30570474,-0.605066,-0.8117021,0.26366937,0.55385673,0.82387906,-0.75899154,0.31157848,0.6017347
b1c42,344,10,TRUE,random_sampling,2.928012690988372,0.3435265987571991,2.0062842,3.4721675,0.04248834786821924,0.0380831669850974,0.001,0.08361333333353116,TRUE,700,G1,0.14087743,-0.026960945,-0.7597663,0.9796024,0.5293668,0.04825272,-0.8981159,0.73045313,0.51955426,0.5901413,0.15195541,0.9789583,0.25062904,-0.44265816,0.7163715,0.61420923,-0.3851321,0.8046031,0.73312104,0.50075597,0.9917442,-0.90733594,0.2595025,-0.49236235,-0.092115276,0.21321882,0.20297945,0.6015676,0.7549292,-0.77900475,0.25274417,0.47974527
b1c43,338,10,TRUE,random_sampling,2.922329442307692,0.3467741989062168,2.0063477,3.4880743,0.042656104536494106,0.03808078813733766,0.001,0.08358666666656944,TRUE,649,G1,-0.07748335,-0.11216178,-0.89058053,0.9852354,0.40793923,0.49225092,-0.9030556,0.46985272,0.56757647,0.5072839,0.114301555,0.9795761,0.37383723,-0.25310996,0.6636322,0.71553147,-0.5172648,0.85200924,0.84692377,-0.3940519,0.9924935,-0.9272088,0.12677294,-0.30286816,-0.53715605,-0.7751255,0.29387853,0.58791196,0.8275693,-0.7513674,0.35288638,0.57766736
b1c44,353,10,TRUE,random_sampling,2.925447499716714,0.3453741014285537,2.0005522,3.4815254,0.041555434372048165,0.03793624222360635,0.001,0.08359833333331324,TRUE,614,G1,-0.24873231,0.18260598,-0.74186426,0.94055885,0.31105933,0.36936742,-0.8308845,0.46308118,0.7322758,0.51027125,0.13698225,0.9488192,0.56528324,0.025565714,0.68846315,0.5576082,-0.090478875,0.746641,0.8422322,-0.101212665,0.9727209,-0.88621026,0.113239974,-0.35203442,-0.337675,-0.6692266,0.3281514,0.67069733,0.76881945,-0.56399924,0.3179392,0.4049554
b1c45,338,10,TRUE,random_sampling,2.9242932727810653,0.3429944815727677,2.0079331,3.4749742,0.04329882149901748,0.03775240479733051,0.001,0.08361166666679054,TRUE,597,G1,0.19273634,-0.27514806,-0.75732243,0.98620117,0.64005286,-0.28605855,-0.90896213,0.8170318,0.42375344,0.674755,0.1845725,0.9807678,0.14875695,-0.6044696,0.6653713,0.591425,-0.53144497,0.8432142,0.6751135,0.63630354,0.9934847,-0.91025734,0.39939323,-0.5901429,0.17657602,0.8500007,0.183541,0.5385759,0.76067847,-0.8626488,0.2163888,0.54533833
b1c5,339,10,TRUE,random_sampling,2.9257571132743365,0.34448509319293824,2.010571,3.4750466,0.04297424778761224,0.03796241588354018,0.001,0.08351166666640353,TRUE,1072,G1,-0.27617398,0.006448992,-0.8401679,0.97217405,0.33382797,0.448761,-0.8787024,0.4346576,0.6584565,0.5590765,0.1181717,0.96657544,0.5295572,-0.12154154,0.6617704,0.6715705,-0.28635174,0.8186256,0.85971045,-0.40578666,0.98475856,-0.90634686,0.099009834,-0.28888905,-0.5025334,-0.8385861,0.34660363,0.6254903,0.81439984,-0.67230743,0.33300024,0.51402736
b1c6,336,10,TRUE,random_sampling,2.9197777910714287,0.3478664474133103,2.0021434,3.4786525,0.04344220238095935,0.03802689561381542,0.001,0.0835600000000909,TRUE,634,G1,0.18508375,-0.8063659,-0.92552423,0.99437934,0.60847044,-0.68069166,-0.96033996,0.89253175,0.30568725,0.4300137,0.2526541,0.99096626,0.05471354,-0.82295895,-0.75091296,0.50787264,-0.7970847,0.74064463,0.4242009,-0.2559511,0.9963734,-0.9151892,0.6918991,-0.79884845,-0.513462,-0.6567089,0.16294542,0.30363134,0.79368746,-0.9279062,0.33044192,0.5157305
b1c7,346,10,TRUE,random_sampling,2.927050161849711,0.3469117472110654,2.0017619,3.4881186,0.04278783236994164,0.037988294500401594,0.001,0.08355833333335028,TRUE,868,G1,-0.07850472,0.12662607,-0.73297596,0.9529045,0.35292986,0.40171248,-0.8699759,0.52872866,0.7080095,0.4922064,0.13044341,0.9661416,0.52948844,-0.07660982,0.72506464,0.53744924,-0.12340246,0.75148034,0.802416,-0.1361727,0.98187846,-0.89224815,0.115232244,-0.40108088,-0.3214305,-0.63943964,0.27909935,0.699602,0.7290007,-0.55001646,0.30356145,0.3716475
