cell_id,original_length,used_length,is_truncated,sampling_method,voltage_mean,voltage_std,voltage_min,voltage_max,time_diff_mean,time_diff_std,time_diff_min,time_diff_max,label,value,group_name,tlstm_ae_main_0,tlstm_ae_main_1,tlstm_ae_main_2,tlstm_ae_main_3,tlstm_ae_main_4,tlstm_ae_main_5,tlstm_ae_main_6,tlstm_ae_main_7,tlstm_ae_main_8,tlstm_ae_main_9,tlstm_ae_main_10,tlstm_ae_main_11,tlstm_ae_main_12,tlstm_ae_main_13,tlstm_ae_main_14,tlstm_ae_main_15,tlstm_ae_main_16,tlstm_ae_main_17,tlstm_ae_main_18,tlstm_ae_main_19,tlstm_ae_main_20,tlstm_ae_main_21,tlstm_ae_main_22,tlstm_ae_main_23,tlstm_ae_main_24,tlstm_ae_main_25,tlstm_ae_main_26,tlstm_ae_main_27,tlstm_ae_main_28,tlstm_ae_main_29,tlstm_ae_main_30,tlstm_ae_main_31
b1c18,274,10,TRUE,random_sampling,3.225691493065694,0.4259363134586895,2.0203214,3.5909505,0.03664667274938748,0.038669171664727144,0.001,0.08437833333300482,TRUE,689,G1,0.504763,-0.7194914,-0.16242878,-0.24648106,0.18594469,0.61658096,-0.79067504,0.2605514,0.16164704,0.004779087,-0.21603477,-0.4779587,0.39014232,0.229169,-0.06752853,0.8383937,-0.20896839,-0.6163303,0.578456,0.18278265,0.14044587,0.43450266,-0.1719408,-0.04236423,0.43834147,0.69415414,0.04101841,0.3934778,-0.7722692,-0.917085,-0.07054919,0.4946176
b1c19,282,10,TRUE,random_sampling,3.2373668624113483,0.41397488773430724,2.0212936,3.5858898,0.035629669030725515,0.03857953959398167,0.001,0.08443000000018763,TRUE,786,G1,0.6028898,-0.9054246,-0.17699358,-0.62033457,0.8852422,0.6699489,-0.86918837,0.38519505,0.11570351,0.28381112,-0.498291,-0.73197085,0.51961905,0.41534653,-0.0631377,0.89045185,-0.11637397,-0.8553539,0.8216754,0.14242987,-0.29451665,0.3378776,-0.22049159,0.09590837,0.50176585,0.6418189,-0.6994152,0.26827726,-0.8510465,-0.9826213,-0.0392259,0.55095136
b1c2,310,10,TRUE,random_sampling,3.209567203870968,0.40051404454391376,2.0215034,3.5331726,0.043306360215052034,0.03882704113804019,0.001,0.08350166666690129,TRUE,2235,G1,0.51385456,-0.7790182,-0.1305474,-0.3994608,0.73892605,0.6284009,-0.8000053,0.28077716,0.10470176,-0.006901156,-0.35526595,-0.6166011,0.3886131,0.21010011,-0.10813575,0.74709207,-0.1907083,-0.74197507,0.46010482,0.19805162,-0.18302037,0.36871758,-0.17242855,0.00960453,0.41744056,0.7142272,-0.14369756,0.3288822,-0.7921284,-0.9326384,-0.14930138,0.515821
b1c20,259,10,TRUE,random_sampling,3.219912780694981,0.4325951494230878,2.0186343,3.6003509,0.035023912483906273,0.03815020570047321,0.001,0.08436333333326296,TRUE,532,G1,0.28239197,-0.8819117,0.55367875,-0.9100736,0.9610099,0.2817435,-0.89024186,0.35113925,-0.36255345,0.32120213,-0.83076876,-0.5167414,0.50355166,0.45268065,-0.020456033,-0.37970826,-0.06008528,-0.9567474,-0.763293,0.11603561,-0.5376167,0.11317542,0.54442173,0.83671147,0.5527821,-0.529746,-0.84906423,0.04338524,-0.7172099,-0.9916924,-0.124672055,0.48431224
b1c21,247,10,TRUE,random_sampling,3.1982143161943317,0.44161101108231937,2.0182981,3.598875,0.036314136302282696,0.03846651893923584,0.001,0.08358333333356693,TRUE,557,G1,0.46079007,-0.80671185,0.450741,-0.62733024,0.9086725,0.3006844,-0.81908685,0.5026391,-0.19796094,0.013953328,-0.58946425,-0.62498873,0.5149151,0.45160756,-0.099893466,-0.8001844,-0.065822326,-0.7385998,0.45000637,0.1127711,0.012714929,0.17478913,-0.221872,0.15603974,0.4892781,-0.9468953,-0.28241688,0.097688764,-0.8129658,-0.9711209,-0.19645269,0.5927432
b1c22,320,10,TRUE,random_sampling,3.1923160581250003,0.43255376868218126,2.0194745,3.5320659,0.03631563541666074,0.039099827280035394,0.001,0.08445833333340858,TRUE,889,G1,0.428561,-0.19736002,-0.14934614,0.024794443,-0.06077309,-0.030684156,-0.22665004,0.07606098,0.08928373,-0.039349865,0.010647153,-0.2588867,0.2707383,0.13879159,0.2485948,0.12943111,-0.18879111,0.011832504,0.2913449,0.10871194,0.21877937,0.36223313,-0.2713076,-0.1508116,-0.017346662,-0.30604225,0.15528524,0.22676703,-0.3126084,0.23737852,-0.23225959,0.3028796
b1c23,303,10,TRUE,random_sampling,3.2112556419141915,0.41671612590830776,2.018044,3.5341306,0.03829944444444523,0.03919246508417115,0.001,0.08441333333321133,TRUE,1012,G1,0.39328718,-0.9898224,0.9454325,-0.9785342,0.99693555,0.6254268,-0.95223725,0.637334,-0.5391103,0.95450324,-0.93766713,-0.5374385,0.60737336,0.86667943,-0.00491767,-0.7464458,-0.24207842,-0.9580116,-0.67934704,0.804922,-0.68838435,0.06438378,0.29379967,0.8845092,0.307264,-0.0241959,-0.95302576,0.19538525,-0.8906682,-0.99773014,0.14430597,0.62488765
b1c24,305,10,TRUE,random_sampling,3.236639711147541,0.3923764937241602,2.016407,3.5288601,0.04022286885245085,0.03935914717300082,0.001,0.08453833333332739,TRUE,1015,G1,0.19140844,-0.9762162,0.7543689,-0.96332985,0.9947915,0.33567396,-0.9547345,0.51547074,-0.6646037,0.89056486,-0.9413698,-0.41771558,-0.49467808,0.7506629,-0.005103221,-0.9389909,-0.126327,-0.96566284,-0.9676975,0.46055937,-0.7123268,0.07406539,0.36046863,0.907935,0.2890769,-0.8882102,-0.92691106,0.07399885,-0.8001906,-0.99545217,0.100013115,0.5806352
b1c25,308,10,TRUE,random_sampling,3.2401314821428566,0.3883437405030008,2.0213528,3.5273104,0.03956892857142961,0.03938623844158954,0.001,0.08443999999969165,TRUE,852,G1,0.49871886,-0.94124013,0.7823079,-0.91678524,0.97939825,0.40089768,-0.89879435,0.58924735,-0.24625817,0.66487813,-0.79959476,-0.6298382,0.5875963,0.67234176,-0.012986681,-0.08568517,-0.089294516,-0.9566343,-0.13414167,0.23661496,-0.53393143,0.0836385,0.407466,0.864526,0.4132554,-0.8218813,-0.9169863,0.08634108,-0.8217007,-0.9960969,-0.003242653,0.5634354
b1c26,281,10,TRUE,random_sampling,3.221467187900356,0.4077365304041382,2.0207887,3.53052,0.03858529655991133,0.03906967251956668,0.001,0.08434166666702403,TRUE,868,G1,0.41989884,-0.85563064,0.64635956,-0.83431715,0.95228404,0.25640324,-0.8653083,0.528261,-0.2505357,0.23762934,-0.74503815,-0.5980334,0.5458632,0.51800853,-0.035476744,-0.62646556,-0.055514183,-0.9467563,0.07556165,0.12541571,-0.29963422,0.107803635,0.31116933,0.75102514,0.5004075,-0.98300916,-0.8213767,0.061383903,-0.79299814,-0.9892191,-0.14845128,0.5890336
b1c27,294,10,TRUE,random_sampling,3.236457417687075,0.4006408327602791,2.0198569,3.5288281,0.03719720521542278,0.03902135814743263,0.001,0.08432833333354495,TRUE,840,G1,0.55530596,-0.861513,-0.15774064,-0.532119,0.8616369,0.653095,-0.8576845,0.35595626,0.101605445,0.08857296,-0.45967373,-0.70622945,0.46840447,0.3611731,-0.08618426,0.8523181,-0.13034107,-0.8405129,0.65984267,0.1328845,-0.21647176,0.3308446,-0.20987257,0.007153179,0.5453241,0.48364568,-0.46032622,0.27199075,-0.83135915,-0.9732915,-0.12865688,0.5410649
b1c28,295,10,TRUE,random_sampling,3.2417521254237287,0.39862978662406223,2.0186839,3.5546718,0.03791473446327701,0.03913983776533302,0.001,0.08443000000018763,TRUE,858,G1,0.64490306,-0.95258266,0.8008458,-0.8424082,0.9782795,0.43036467,-0.8810281,0.7565898,-0.23140661,0.6775456,-0.7315979,-0.7162182,0.63611454,0.75853753,-0.022468697,-0.6253068,-0.0959813,-0.9470191,0.68308985,0.4397534,-0.47018245,0.10689226,-0.028021209,0.7746164,0.33813453,-0.8993848,-0.88334835,0.15554911,-0.8968178,-0.9941554,0.00513752,0.6690988
b1c29,291,10,TRUE,random_sampling,3.233038276288659,0.4045696576095386,2.0160232,3.5523105,0.0387024627720442,0.03913378023040616,0.001,0.08451666666660351,TRUE,915,G1,0.52004266,-0.8132137,-0.2193828,-0.44627848,0.8437469,0.5377345,-0.84398776,0.30413106,0.017617404,0.00320297,-0.44524488,-0.69006854,0.43676212,0.3485197,-0.08676784,0.6280107,-0.108788714,-0.84172887,0.6358877,0.07276319,-0.08694544,0.29353142,-0.2843108,-0.043133404,0.5495375,-0.27708894,-0.26419276,0.20639957,-0.81858295,-0.9689426,-0.19404592,0.5247368
b1c3,307,10,TRUE,random_sampling,3.2142167716612384,0.4052151155954014,2.0170102,3.5495849,0.03970054831704866,0.038877942225061746,0.001,0.0843899999997415,TRUE,1432,G1,0.5588567,-0.887186,-0.14406908,-0.6846953,0.8973966,0.51606864,-0.8538809,0.45283723,-0.035628635,0.20950149,-0.5607736,-0.7365509,0.4898363,0.44258898,-0.05514081,0.2577238,-0.09082477,-0.9170229,0.6117657,0.11002835,-0.32182366,0.23444399,-0.2906104,0.28780594,0.5186403,-0.33349162,-0.7619775,0.16691816,-0.8454111,-0.9840941,-0.17196368,0.555577
b1c30,284,10,TRUE,random_sampling,3.2263617566901406,0.4130090268167171,2.0227814,3.547781,0.035869624413148116,0.03876301227225291,0.001,0.08443499999993875,TRUE,707,G1,0.47737524,-0.80220634,-0.11739899,-0.55524427,0.85892546,0.4308132,-0.8335158,0.33147988,-0.09262287,-0.010567972,-0.51754797,-0.6696273,0.45662984,0.36249092,-0.09584561,-0.2653158,-0.08926396,-0.83588094,0.45452252,0.08235593,-0.12820272,0.23778707,-0.2847648,-0.004665871,0.5380808,-0.5621817,-0.36125425,0.13647488,-0.81506115,-0.96724236,-0.21753174,0.5554778
b1c31,271,10,TRUE,random_sampling,3.2145587730627305,0.4223663528163163,2.0160093,3.5533075,0.03753567035670434,0.03887144184322954,0.001,0.08446666666714009,TRUE,874,G1,0.4500328,-0.8533407,-0.15183914,-0.76855624,0.89817053,0.4221499,-0.8562173,0.35966882,-0.14589211,0.07513548,-0.6259034,-0.65553856,0.48771292,0.35773316,-0.05203142,-0.09551202,-0.07755857,-0.9176801,0.09958973,0.08760332,-0.31355846,0.20900999,-0.12255794,0.18819189,0.60767055,-0.21464562,-0.7506334,0.096623756,-0.7880499,-0.9818227,-0.19952816,0.5421804
b1c32,281,10,TRUE,random_sampling,3.231979762989324,0.41032665267559904,2.0194592,3.5752997,0.03653776986951118,0.038835531442235616,0.001,0.08442666666621079,TRUE,729,G1,0.6359159,-0.94678974,-0.060570277,-0.7728778,0.94730353,0.68038493,-0.8834041,0.6068533,0.074730374,0.5820372,-0.6155839,-0.7549369,0.54826146,0.5790518,-0.032266967,0.7795805,-0.11860474,-0.8981617,0.8147222,0.23890008,-0.3793477,0.25290063,-0.2219064,0.6191751,0.43258893,0.26263657,-0.87510866,0.26572815,-0.8821775,-0.99127275,0.06980693,0.56863457
b1c33,275,10,TRUE,random_sampling,3.230323567636364,0.41269635354889705,2.017499,3.5786266,0.037003412121205205,0.03867031340383593,0.001,0.08454833333380662,TRUE,755,G1,0.6381195,-0.9451094,0.63400847,-0.8177256,0.97278917,0.51807666,-0.881169,0.77807385,-0.18158937,0.7043438,-0.71725446,-0.73827577,0.58456963,0.7659202,-0.023527062,0.060191747,-0.09832813,-0.93729717,0.8503321,0.33390188,-0.44361505,0.11696059,-0.3244312,0.7913669,0.3290372,-0.9234402,-0.88369966,0.20390302,-0.9111072,-0.99384946,0.05966833,0.6100639
b1c34,284,10,TRUE,random_sampling,3.249291786267605,0.3946391069009998,2.0168166,3.5490117,0.03901125000000324,0.039276643201355446,0.001,0.08432500000004772,TRUE,740,G1,0.25919253,-0.8526227,0.62648493,-0.90555286,0.9642978,0.24911523,-0.8994983,0.38038886,-0.34330305,0.34887558,-0.84640247,-0.49202368,0.54200405,0.47661203,-0.018674877,-0.37490445,-0.049928393,-0.94753134,-0.5990742,0.08500215,-0.4837771,0.09063201,0.6107364,0.87066734,0.53717494,-0.9498683,-0.86026406,0.03534178,-0.7173089,-0.99311274,-0.1206094,0.4635732
b1c35,290,10,TRUE,random_sampling,3.240698891724138,0.40080385325301215,2.0221028,3.5464768,0.03822383908047366,0.03925711424841229,0.001,0.08445000000016556,TRUE,701,G1,0.36512285,-0.80237865,0.4585663,-0.7931731,0.93009484,0.22313829,-0.8431094,0.43705964,-0.31312054,0.033604644,-0.7112752,-0.5904883,0.5348338,0.41451257,-0.060704228,-0.8967248,-0.057795428,-0.7062386,-0.17141818,0.11959489,-0.28720483,0.14683065,0.6275838,0.41377884,0.56408805,-0.97053814,-0.6303018,0.05622734,-0.7644724,-0.9755317,-0.17836176,0.5735495
b1c36,290,10,TRUE,random_sampling,3.2376228431034484,0.39512017423295887,2.0176544,3.5610819,0.04001223563218334,0.03943261442626089,0.001,0.08443333333319103,TRUE,702,G1,0.4962955,-0.8173019,-0.106649,-0.53417736,0.8566825,0.47644994,-0.82829976,0.35624662,-0.046318322,0.014274939,-0.49446535,-0.6948315,0.44579273,0.37334907,-0.097710185,0.009192553,-0.099773586,-0.85172653,0.49745372,0.10791414,-0.14637478,0.24682663,-0.29441994,0.014582857,0.5450967,-0.47281837,-0.35627633,0.16561624,-0.8238839,-0.9655516,-0.21592905,0.5661794
b1c37,303,10,TRUE,random_sampling,3.2507521346534656,0.3796271230399468,2.0206995,3.5599089,0.03861232673267106,0.03938801135648041,0.001,0.0844333333331928,TRUE,646,G1,0.5307298,-0.8684687,-0.14892505,-0.64632946,0.87727356,0.55989337,-0.8496613,0.36644378,0.015198374,0.09579252,-0.53357327,-0.7182654,0.46856305,0.37574008,-0.07312825,0.43228546,-0.106038705,-0.8929221,0.4748994,0.12709968,-0.2907206,0.27034175,-0.23269707,0.089831986,0.5720455,0.11122603,-0.64766,0.18620089,-0.82777673,-0.97703874,-0.1935219,0.55570966
b1c38,279,10,TRUE,random_sampling,3.244470027956989,0.4052478139701297,2.0198498,3.5661602,0.036830173237746934,0.03895419169686657,0.001,0.08436333333326651,TRUE,615,G1,0.46391824,-0.70898455,-0.158738,-0.20908168,-0.334371,0.54810786,-0.7947425,0.09733814,0.15286954,-0.081667185,-0.17245221,-0.13514656,0.38544402,0.019478919,-0.08540876,0.8109671,-0.2284965,-0.55639225,0.48073006,0.17986022,-0.07962248,0.48294443,-0.17659941,-0.08976588,0.30031687,0.8138845,-0.030905714,0.40781176,-0.7324146,-0.89536476,-0.03675609,0.4580897
b1c39,278,10,TRUE,random_sampling,3.243461411510791,0.40544998964176465,2.0187964,3.564961,0.03724582733813331,0.039081008078110734,0.001,0.08445666666666618,TRUE,623,G1,0.4328507,-0.31295,-0.15241079,-0.029437063,-0.21762176,0.070969865,-0.3872165,0.09546084,0.17169897,-0.004241034,-0.05472033,-0.27278835,0.29877517,0.18502116,0.17818634,0.49600866,-0.23473603,-0.006441495,0.31738025,0.16388594,0.30433527,0.46273357,-0.26428828,-0.11062058,0.1063408,-0.19419482,0.22245508,0.3237011,-0.5543065,0.4126008,-0.22614431,0.4418967
b1c4,289,10,TRUE,random_sampling,3.208926141868512,0.41403853305598703,2.0158505,3.5546479,0.04211148788927508,0.03881503627461926,0.001,0.08437500000000142,TRUE,1707,G1,0.321005,-0.8296633,0.46897632,-0.8463748,0.94174707,0.19825794,-0.8586245,0.40935242,-0.37215555,0.06454937,-0.7523891,-0.5503428,0.42064747,0.41549644,-0.040125046,-0.88971543,-0.055526428,-0.865587,-0.55106753,0.11750519,-0.40807343,0.13108175,0.68951464,0.69817775,0.56211114,-0.98253113,-0.74475616,0.04545149,-0.73483723,-0.9809806,-0.15410708,0.5577405
b1c40,309,10,TRUE,random_sampling,3.262944025242719,0.3694886006611343,2.0213723,3.5340514,0.03930634304206507,0.039611519547860616,0.001,0.08433666666678263,TRUE,964,G1,0.52123296,-0.8975617,-0.16861755,-0.7748806,0.9156161,0.49629277,-0.85879254,0.46488744,-0.093311034,0.27665982,-0.61919266,-0.70692706,0.49033543,0.430805,-0.03946673,0.36907232,-0.08292359,-0.9325983,0.39238328,0.11000005,-0.36459106,0.20531425,-0.23431821,0.43308404,0.54518485,-0.18491445,-0.8281036,0.12782569,-0.8250371,-0.98780257,-0.17120796,0.53241324
b1c41,310,10,TRUE,random_sampling,3.261528236451613,0.3754588273997161,2.0166693,3.5338259,0.039179951612908444,0.0395874775545094,0.001,0.0843483333335211,TRUE,1049,G1,0.5094655,-0.8285719,-0.097612396,-0.51303536,0.86989516,0.35903692,-0.81765425,0.39733365,-0.117085546,0.015520124,-0.47837684,-0.7034988,0.4702921,0.42238688,-0.08676733,-0.5200848,-0.075959094,-0.9044246,0.7122081,0.07522679,-0.14622433,0.20362586,-0.43647966,0.06802286,0.52234757,-0.8898196,-0.28026503,0.124665685,-0.8405232,-0.9725519,-0.20439805,0.5837664
b1c42,301,10,TRUE,random_sampling,3.2679381966777408,0.3774142517845074,2.0183024,3.5621314,0.0373099280177188,0.039240112646584925,0.001,0.08436166666651879,TRUE,700,G1,0.4382937,-0.2931018,-0.12696248,-0.00327477,0.006979185,0.09398508,-0.26363012,0.13142383,0.12722053,-0.015768986,-0.042676106,-0.28626385,0.30208603,0.14661057,0.19307087,0.24456413,-0.20306243,0.014829599,0.3192512,0.17368546,0.25354087,0.3885309,-0.23304328,-0.12308953,0.05937167,-0.29305667,0.17483851,0.29278255,-0.48131806,0.18199855,-0.2144541,0.37359324
b1c43,289,10,TRUE,random_sampling,3.2659548865051904,0.37557558006889874,2.0191069,3.5562038,0.03882361014994252,0.03944282555783529,0.001,0.0844549999999149,TRUE,649,G1,0.4064409,-0.25032213,-0.17132294,-0.03301298,-0.36992723,-0.098912805,-0.25248036,0.039512165,0.19892062,0.005891075,0.022237606,-0.050413594,0.32045576,0.11125761,0.21186514,0.48073414,-0.14724925,0.052043892,0.2560215,0.15698461,0.30863842,0.5228735,-0.24678631,-0.12608303,0.06310163,0.019702317,0.3035844,0.2849297,-0.21189798,0.6374354,-0.22432537,0.41611716
b1c44,279,10,TRUE,random_sampling,3.258032499641577,0.3993295224646754,2.0167332,3.5931854,0.03693310035842294,0.03914662281898646,0.001,0.084416666666705,TRUE,614,G1,0.47846785,-0.66578096,-0.15206364,-0.2395248,-0.09600116,0.6007705,-0.7694446,0.1688889,0.17296939,-0.04802672,-0.1885746,-0.29244652,0.4172791,0.1086737,-0.10960065,0.80972254,-0.23416167,-0.45993823,0.4575175,0.19319135,0.09008356,0.47764412,-0.13684817,-0.06293662,0.30522498,0.7708657,0.022846801,0.41245848,-0.73756874,-0.88182336,-0.040821623,0.45777723
b1c45,280,10,TRUE,random_sampling,3.2601036335714286,0.394463373280195,2.0167584,3.5888743,0.037100101190471406,0.03914808932346158,0.001,0.08447333333363716,TRUE,597,G1,0.4587686,-0.84330934,0.055469625,-0.7418159,0.90046763,0.38288945,-0.82968396,0.40423453,-0.15373245,0.06704336,-0.6110926,-0.67553365,0.49804536,0.38810328,-0.07170005,-0.36986977,-0.078700945,-0.9028196,0.10992133,0.14136763,-0.26336345,0.19892222,-0.08838135,0.20862307,0.58190036,-0.47808102,-0.64721066,0.10245871,-0.8040604,-0.9743421,-0.19473103,0.5996621
b1c5,290,10,TRUE,random_sampling,3.2195007996551723,0.412541836762347,2.0186677,3.5726018,0.03796079310345382,0.038794130870325905,0.001,0.08355166666636471,TRUE,1072,G1,0.46938738,-0.8378538,0.57702124,-0.76756597,0.92750996,0.2704176,-0.8470232,0.55161566,-0.224409,0.11338344,-0.6698407,-0.62962955,0.53117836,0.48164618,-0.056847554,-0.7052719,-0.060891204,-0.9340252,0.16719055,0.11102932,-0.2684201,0.14091705,0.07332927,0.56762975,0.5090565,-0.9601112,-0.72707003,0.07971789,-0.8009881,-0.9831369,-0.17380272,0.60092103
b1c6,266,10,TRUE,random_sampling,3.2087245067669175,0.43209174342353124,2.0251079,3.5940461,0.038232637844609584,0.038762059238789816,0.001,0.08441666666670677,TRUE,634,G1,0.5779818,-0.9014247,-0.20322658,-0.68327045,0.8783869,0.64051837,-0.85834277,0.2787597,0.06628995,0.23647825,-0.5311901,-0.7138647,0.5011641,0.3611803,-0.06395583,0.7482794,-0.115201004,-0.8726333,0.6530481,0.14883545,-0.34554306,0.32284728,-0.2100569,0.12589663,0.5441458,0.78239226,-0.7480575,0.23091651,-0.8363388,-0.9813376,-0.115649715,0.54427814
